	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9
12144|KCTD19	0.24537	0.820805	73.9434	0.334809	0.504809	0	41.4887	0	34.4921	1.00282	0.143066	0.680295	0.809022	264.442	0.0794248	1.59627	0.08113	52.6996	0.0989441	56.6497	0.454533	0.187176
15346|MARVELD3	2.51358	0.956111	0	0.164713	0.862094	8.09657	3.82646	2.01599	3.39435	0	0	3.28798	0.20333	0	0.0775948	1.18886	7.491	2.86546	1.09552	1.97261	0	0
10429|BUD31	56.1742	58.4873	0	49.64	100.034	81.0609	49.4758	18.753	55.6089	36.6194	107.325	65.7031	64.4197	0	48.6914	97.743	91.6777	56.5787	19.6168	60.3828	39.8487	102.196
11694|GPR12	35.579	4.83015	101.791	115.197	0.577726	0.47096	12.6764	0.218059	1.12515	0.295663	0.0722501	34.0593	4.71693	0	115.653	0.87682	0.478277	11.7258	0.158877	0.230959	0.583798	0
100020|HLA-DRB4	19.0392	71.6511	0	3.96767	0.344729	0.223602	8.03228	10.67	15.9756	0.0543207	0.0575483	12.0224	56.2839	0	2.64737	0.308322	0.080544	7.16241	9.09188	12.1552	0.0182265	0.118397
11524|FPR1	9.45408	92.4852	100.704	22.3162	0.703708	7.68999	18.558	24.1016	6.44029	1244.25	1.38056	9.55414	82.8711	305.189	19.5089	1.37584	6.27397	21.3015	24.9387	5.92026	1104.9	1.13358
14211|SPACA7	0.0174526	0	0	0	0	0	5.42914	0	9.25544	0	0	0.0409672	0	0	0	0	0	6.65894	0	13.1941	0	0
3943|EHBP1	31.4448	14.1423	0	62.2642	38.163	28.2275	15.0906	43.3273	60.9762	5.14236	25.4111	30.9351	20.4564	0	51.127	39.8044	29.0635	12.5321	35.3202	49.5486	3.22071	21.4543
16742|RASSF6	0.0133889	0.0103374	0	0	0	0.0734775	0.0503535	0.0804556	0.227334	0.0109886	0.48411	0.0943674	0.0108382	0	0.0130368	0.0124124	0.0733269	0.0805498	0.133009	0.265416	0.0444518	0.767402
17288|BEST4	6.64984	1.94751	0	7.3174	2.26168	0.688998	2.76013	0.516548	17.2374	1.49411	0.44086	8.49651	1.90363	2.15613	6.21319	2.23072	1.63485	2.87479	0.561202	19.2892	1.9087	0.129324
19397|BTBD19	8.56177	21.8344	0	1.92425	11.2997	28.3341	13.7532	4.20122	27.8989	12.7111	1.59408	3.89199	17.5736	35.4686	3.4451	4.63077	15.5605	8.47586	7.8258	15.1314	40.3502	1.67723
11951|IFITM2	1367.88	3482.92	356.601	258.604	325.457	356.98	912.294	871.529	928.807	2344.75	1202.36	939.056	2554.56	175.53	311.65	319.765	370.407	861.623	754.774	894.313	2351.53	1204.09
8743|NDUFAF4	13.1244	8.90111	0	36.8829	29.946	17.8992	9.84965	5.77619	15.3732	9.51112	51.8993	10.2872	7.21179	0	23.3171	19.8902	12.5263	6.9427	3.57152	10.3865	6.35282	37.3519
11751|FNBP4	3.8482	4.1398	0	5.95871	9.43638	7.42478	2.49942	2.33691	7.50332	7.14475	8.08243	11.2594	11.6279	0	7.58526	18.0947	14.4458	4.41119	4.02001	10.8383	12.8087	12.3481
2269|HAL	7.04521	14.9219	0	0.0967419	2.56921	0.0671221	0.839717	35.6579	0.742569	1.31325	4.41249	8.44924	19.7642	0	0.0231091	2.27767	0.154646	1.08858	40.5483	0.447695	2.02408	5.25117
11425|C9orf9	1.31044	0.266844	2.08485	2.03496	0.848624	1.01445	4.87391	0.239409	5.0843	0.0524639	0.925235	3.00947	1.16904	0	5.20928	2.01689	2.65781	13.9119	0.894221	12.8841	0.148659	1.80738
7762|TSPAN32	1.85365	8.14773	0	0	0.349148	0.0231581	0.212623	0.0729824	0.208532	0.249173	1.09274	2.21975	7.19486	0	0.0479032	0.186987	0	0.251048	0.0369378	0.254411	0.58588	0.824105
19326|CETN2	155.018	77.6793	0	103.266	106.76	142.182	65.2115	22.824	88.5512	19.55	56.808	116.15	61.6796	0	59.1026	74.4263	100.886	45.5429	15.8574	61.1424	12.3719	41.0924
12625|LIPT1	32.1127	33.0648	81.0337	29.9654	28.4124	20.2528	20.7099	14.8098	43.26	36.1208	38.3157	26.1278	26.3717	195.216	20.6247	26.016	17.0995	14.4004	8.66777	34.0162	26.328	30.0509
6899|SCMH1	2.05147	1.01196	0	0.611672	1.22151	1.7221	2.38858	0.213431	2.93214	0.407599	2.42997	1.95573	1.07722	0	1.07378	1.03182	1.86332	3.50477	0.326517	2.40162	0.262684	2.59458
10215|TAF7	13.01	9.09448	26.9185	21.6871	19.7863	25.7784	9.99789	10.7151	21.216	20.6817	24.2076	22.4654	19.0676	30.7967	22.5883	23.9037	30.87	12.579	11.7623	23.5464	25.6836	25.5417
14792|C4orf17	0	0	0	0	0	0	3.02777	0	7.92548	0	0	0.119739	0	0	0	0	0	4.18426	0	11.359	0	0
12075|OR10A3	0	0	94.8979	0.0566948	0.386368	0.120023	0.0699815	0.0840805	0.126147	0.121788	0.0323667	0.044309	0.0600893	28.9058	0.145781	0.225129	0.136519	0.0748036	0.171941	0	0.123041	0.0141771
5617|MYOC	31.3093	113.721	322.914	0.781947	0.70971	0.67483	12.8665	2.24399	124.272	0.756526	0.132596	41.8739	181.86	201.831	0.924121	0.917358	0.580416	15.451	3.1107	157.781	0.944688	0.235683
3949|EIF2AK1	33.8755	48.8523	0	56.1639	122.259	99.7211	45.0073	30.7019	38.5207	44.906	161.878	76.8544	116.075	0	72.4752	184.021	144.789	55.9557	41.5577	52.3559	55.229	212.835
10372|ZNF75D	35.1795	51.7418	0	16.8356	14.6807	23.512	6.69771	14.2565	15.7136	22.3873	9.28543	14.3662	26.2288	10.6402	9.00261	13.0026	16.0551	4.14872	12.4376	10.2928	9.63682	6.27024
14785|ENKD1	30.163	20.5245	0	11.6123	15.8769	9.16593	21.9436	12.432	17.7337	4.75586	9.88747	32.0343	22.5696	0	12.1824	19.9728	12.8752	28.5703	13.5115	19.0433	4.68147	12.1621
10770|CFAP206	2.24997	0.400803	130.643	3.3449	1.33535	2.3428	36.8096	1.28914	41.4671	0.412419	0.408751	2.70448	0.188704	0.335229	2.19454	1.5623	2.53649	32.2009	1.49584	36.8627	0.103138	0.591741
13234|ZNF692	57.3318	50.4952	77.7654	34.9517	66.023	35.4792	32.4864	9.59769	31.8941	15.933	28.4716	52.7249	54.5587	61.8236	40.7121	67.1759	40.8345	33.078	10.8481	31.4432	14.3507	29.4758
560|AQP9	2.92217	18.3259	5.13725	5.70879	0.0781897	0.683554	33.5242	1799.67	16.3659	3846.13	0.0766978	2.49239	17.6812	0.884015	9.79493	0.17198	1.28917	31.6377	1770.18	13.9251	3496.69	0.266724
19684|RPL36AL	593.929	579.597	523.113	490.936	671.555	940.29	310.904	372.336	487.2	995.102	818.13	473.423	473.19	218.055	276.382	489.302	638.682	206.915	271.294	338.899	666.838	614.997
14701|TTC24	0	4.24231	129.605	0.175994	1.14418	0	0.748564	0.159152	0.520116	2.86521	1.58611	0.817832	4.25088	167.169	0.562405	1.43838	0.168762	0.177305	0.354516	0.814661	4.34448	1.19057
10748|CECR6	24.6026	1.04332	42.592	26.3163	2.54267	0.85588	7.67822	0.465685	2.51355	18.8253	3.22879	11.3679	1.08055	33.4695	14.7685	0.93404	0.2534	4.70896	0.122285	1.11858	10.9899	2.63504
12783|WDR5B	6.60935	6.44826	104.686	7.58787	9.6288	12.2802	7.52281	6.71229	9.99674	15.0511	8.92115	8.42912	6.50737	32.1099	6.46909	10.2377	10.1341	7.36659	7.21137	9.41693	13.4972	9.93582
11986|RAB11FIP5	28.5926	29.9009	37.2619	135.488	57.6495	58.2154	346.711	19.5653	142.914	15.1573	27.433	63.8988	63.3604	87.832	195.676	82.8456	96.1602	556.11	28.2407	227.149	23.1975	41.3888
12563|METTL18	2.29065	2.14668	19.2026	1.75843	2.29727	2.76016	0.494974	1.03487	2.08838	2.07165	3.04442	1.34318	1.47333	24.5383	1.08691	1.83799	2.38186	0.377628	0.449375	0.990298	1.11569	2.2268
7482|TBP	41.5527	47.8055	0	39.4489	65.8065	40.1009	100.815	23.5871	79.5247	70.6893	110.227	48.9439	57.8134	0	51.9885	100.974	63.7515	153.723	32.2084	114.108	76.9605	143.513
19709|SLC30A5	82.3067	56.6806	105.584	82.4816	150.687	110.758	61.3439	49.8828	101.945	81.7448	133.351	53.4564	48.3896	83.1293	54.313	129.803	87.0927	48.7394	42.0222	86.5566	59.7701	132.36
11573|EFR3B	1.76717	0.633601	0	19.5042	3.16986	1.94349	9.07472	0.158544	1.03379	0.0759551	0.0816571	4.75364	1.39093	0	31.4006	5.3294	2.55564	12.7694	0.292017	1.80131	0.164726	0.101097
5224|LRPAP1	106.319	84.9034	0	148.638	135.758	87.8596	201.628	104.935	103.353	74.9011	123.7	178.538	136.207	0	190.784	215.176	134.218	287.118	135.414	149.107	87.8596	165.481
2934|BLVRB	370.559	937.586	0	60.4378	183.471	265.51	99.853	236.861	119.362	189.127	258.689	506.044	965.572	0	84.0631	171.28	275.586	116.809	266.589	148.046	237.636	247.45
15706|OR52M1	0.186023	0.109357	126.844	0.193729	0.651232	0.264703	0.360201	0.209537	0.276528	0.606815	0.0401325	0.162765	0.0762937	97.0983	0.26923	0.353924	0.221263	0.424665	0.21251	0.0878989	0.490125	0.1073
14611|CDT1	3.944	6.63981	13.9428	0.407538	29.147	16.1132	2.65179	0.296642	1.74975	1.32097	55.4287	8.22503	14.359	0	0.865916	69.9545	36.9183	4.64966	1.01875	4.28148	1.77861	136.545
15775|ACOT4	0.601741	0.251782	0	1.11311	0.681271	3.71081	3.74961	1.35837	1.11732	0.751507	0.245368	0.510339	0.345622	0	0.625304	0.686823	3.9555	2.30247	1.66718	1.22676	0.66611	0.137824
7237|SNRPA1	7.34068	8.04689	0	9.63673	25.7331	20.1697	6.43563	4.09857	8.01799	15.1109	26.1697	7.06324	9.15005	45.321	7.92652	30.9075	23.3815	7.26644	4.75538	7.45136	16.3909	35.2925
19021|GKAP1	0.297633	0.217811	0	0.350022	0.113569	0.100321	1.37199	0.224942	3.27136	0.0715198	0.11368	0.22256	0.0701954	0	0.104541	0.0810741	0.0397053	0.74355	0.0488776	1.46111	0.0720644	0
13259|KDM4D	0.236425	0.159569	52.3592	0.61231	1.03382	0.596462	9.93346	0.138058	7.21139	0.306436	0.744853	0.423239	0.418218	42.4335	1.11166	2.23001	0.931609	12.652	0.186674	10.4557	0.378272	1.03709
3453|NELFB	68.8579	60.5345	0	108.1	130.429	116.441	102.344	33.1633	82.7931	53.2938	152.201	112.174	89.8995	0	122.33	173.298	173.063	135.645	47.6719	99.8661	68.4827	187.946
2708|APCDD1	105.66	23.3891	131.45	68.2414	6.94291	14.1182	72.9145	14.2007	100.38	2.01833	0.31522	130.974	29.0018	246.594	84.3331	7.67349	18.4005	90.6221	15.8834	112.048	2.31496	0.274185
10819|NMT2	11.8862	8.97652	186.739	29.3755	13.451	18.2359	18.3423	6.59426	24.8992	7.37975	9.52646	14.2489	9.18225	78.563	23.2692	13.1243	19.8519	18.3251	7.08872	22.5302	5.59878	10.9226
6423|PRDM7	0.196593	0	62.2648	0.14111	8.64478	0	0.787773	0.196174	1.09227	0.122499	0.657446	0.156094	0.0544021	86.4928	0.260837	11.1278	0	1.16892	0.253915	1.20409	0.363347	0.635361
9159|ARL4D	4.64659	3.53467	15.8964	3.09508	3.78984	2.67121	10.1918	3.01642	8.38001	0.468617	0.918438	8.07882	8.97187	0	5.78614	6.94923	6.92349	17.0265	7.09744	15.3079	0.991981	1.10244
3555|CRK	41.0803	30.0184	146.202	53.4308	56.7908	65.0799	69.5909	38.7887	65.1937	58.6415	26.4105	36.0276	32.7692	58.7919	41.6561	54.3503	66.2832	66.5917	38.6075	62.6481	57.2527	27.0716
8133|ZNRF4	0.506322	0.146347	76.947	0	0.148836	0	79.3258	0.175527	91.3039	0.231254	0.0702256	0.785829	0	37.4489	0.309334	0.402399	0.0845853	101.907	0.294796	115.766	0.307413	0
2646|AMACR	32.8382	20.9846	0	30.524	30.4419	30.2629	180.161	178.166	41.8677	7.25026	19.0825	24.8018	18.3793	0	16.5187	26.0179	25.3557	167.133	148.24	36.749	4.52384	18.2088
10440|ABHD16A	60.7748	65.4241	38.5093	68.3148	42.3192	47.9433	57.1634	31.4358	56.9196	33.8088	49.6299	67.7962	67.6841	32.4395	69.5831	47.9193	52.5023	67.2156	36.4626	60.4984	34.5046	53.2421
6596|PYGO1	2.16072	0.443722	52.3166	9.14429	5.31066	2.54645	4.90152	0.880697	7.72345	0.249401	1.64805	3.0898	1.38047	49.2729	9.82837	6.56655	3.77242	4.98195	1.48276	10.0806	0.182292	2.10989
13994|GAREM	5.91861	0.989529	58.4268	14.6275	4.30429	5.14602	13.045	3.30205	10.3625	0.365094	0.765611	6.72214	1.45656	0	14.2276	5.41586	5.85327	14.1225	3.06615	8.43582	0.548793	0.881566
16697|DENND2C	6.84147	4.87618	45.4239	3.36747	3.61071	20.034	20.8036	3.39769	37.8349	1.78599	1.3403	4.25875	4.34905	121.628	3.39539	4.55071	13.6626	18.3054	4.27244	30.2339	2.09735	1.06539
12284|KRTAP6-3	0.0194885	0	60.8277	0	0.115271	0	0.0357852	0.128964	0.161049	0.0310901	0	0	0.0307297	15.3291	0	0.177067	0.0698149	0.133803	0.058639	0.160647	0.109845	0
14893|XXYLT1	10.7544	12.5531	0	7.47557	14.4671	12.8075	6.94987	3.79231	7.06603	7.60553	12.6407	15.7285	12.1345	61.6539	10.6438	25.4643	26.5186	14.2503	6.20069	9.55007	9.32273	25.3748
17408|ZNF575	12.4085	12.5374	31.0755	15.6861	1.93993	2.35303	6.86963	2.69931	7.78375	2.72474	1.89132	11.7667	11.6873	23.4611	17.5587	3.11736	3.43475	7.70418	2.41428	6.65856	3.18307	2.10209
7856|UGT2B28	0	0.0379106	15.2803	0	0.340342	0.184099	0	0.0729823	0.123627	0.0424024	0.0841392	0.0567926	0.0398288	26.2286	0	0.278468	0	0.0987195	0.148296	0.0456955	0.257473	0.262355
7918|VBP1	108.05	115.693	21.7168	172.458	200.6	247.022	77.4158	48.0578	73.5153	77.4643	246.166	101.575	90.7894	0	135.62	169.313	210.94	61.5269	39.4613	59.2594	67.836	212.029
706|CD84	3.59104	18.3237	0	4.71136	3.62062	0	15.5368	6.6975	12.0792	100.364	41.2609	4.26347	24.0317	42.8809	3.97867	3.21606	0.187608	18.2146	4.65651	14.5263	93.4081	43.961
7028|SHC1	36.3903	40.902	0	20.3697	98.8373	153.445	42.9854	28.3048	50.8639	40.8847	67.5883	64.8718	81.5319	0	28.6842	160.391	237.282	62.099	40.2157	72.2429	53.7198	92.5971
11456|SUPT16H	14.8934	12.0755	3.83714	28.0959	51.907	37.5159	11.311	6.23835	22.2769	19.529	70.703	22.8533	20.2337	5.52888	28.6356	64.0158	44.3277	13.5193	7.58426	23.9559	21.4915	80.58
11608|TBC1D9B	5.50953	2.21073	0	15.5651	11.5196	13.388	12.1995	6.23169	10.3232	5.92477	13.6653	12.2557	6.42474	0	25.8076	21.4399	25.2701	24.0814	11.6846	18.8631	10.4666	25.3702
8080|ZMIZ1	64.0421	54.235	0	79.1034	56.0924	78.8424	92.9093	23.4031	58.9782	126.063	58.2107	92.0342	75.0802	0	94.141	125.066	140.514	121.691	30.0135	82.7942	143.434	86.6231
6849|RTN4RL2	1.4605	0.588484	0	2.45557	1.19991	0.620706	0.795443	0.837366	0.0974182	0.125915	0.871659	1.87687	1.05434	0	3.7668	1.41504	0.950558	1.61951	1.91777	0.197698	0.127079	1.28154
2914|BCAT2	90.771	51.9509	202.73	58.9581	145.692	118.823	80.9281	37.4803	83.813	32.2336	171.904	116.746	74.4277	154.791	62.668	192.573	150.114	97.1631	45.8212	94.9081	30.8853	191.087
7107|SLC25A19	0.579018	0.605223	0	0.878238	2.38829	1.93913	3.5956	0.598443	2.83026	2.67739	5.7843	1.18232	1.72774	0	1.53092	5.51913	3.89	6.011	0.946769	5.89178	4.80347	8.70691
13536|ANO2	0.92066	6.25525	0	1.35763	0.808311	0.276149	2.49505	2.55438	4.0797	0	0.168278	0.681512	4.46083	0	1.12127	1.20669	0.508439	2.46799	2.07614	2.37617	0	0.224876
2171|AMH	4.87565	1.96815	0	3.55829	10.0664	6.25708	4.88545	0.183661	3.92199	0.174975	1.48122	7.00922	1.95897	0	2.32942	11.7352	6.93055	5.55141	0.218709	3.67934	0.0708494	2.61584
16815|METTL15	7.01528	5.3905	0	20.5088	28.8693	25.9867	14.101	9.81443	21.0113	10.0303	23.0579	6.92048	6.14479	0	14.5973	23.3841	20.1088	12.0614	7.81272	17.6247	7.71522	20.5704
3881|DUSP13	6.12235	0.514953	0	0.0224444	1.36099	0.329977	7.98844	0.0814685	13.3865	0.0551056	0.816785	9.79723	0.792237	0	0.0428829	1.66864	0.408669	12.8859	0.0330325	20.038	0.0925474	0.857344
7201|SMAD7	8.07613	4.80796	42.5065	16.1592	15.4149	15.9517	23.3326	10.5991	18.2265	18.8443	8.94239	13.5469	8.15602	67.1277	18.7926	16.7967	20.1837	31.0424	16.1971	22.8919	22.3191	11.322
16219|UBE2F	47.0683	51.7025	0	55.9901	56.3531	61.4484	46.6741	30.5215	62.5113	74.0643	50.7153	37.1531	50.9747	0	39.9131	46.223	54.5939	39.2314	24.0256	48.3801	61.0274	40.8061
13932|SAPCD2	0.871544	0.458894	0	0.38542	3.1484	4.67408	0.0727138	0	0.386213	0.209226	1.41764	0.782913	1.05458	0	0.64186	3.74366	5.71902	0.154275	0.179786	0.14136	0	2.63937
11418|FBRS	23.3176	23.3409	0	24.8718	30.7332	42.8714	73.2397	12.973	47.4094	49.0243	24.9528	23.8485	26.418	0	16.8599	28.0454	39.415	72.288	11.6104	50.5745	46.3963	21.3098
8919|SCT	3.50571	0.657131	0	0	0	0.0328796	0.20109	0.0807925	0.227521	0.0437253	0.0156118	2.96241	0.648907	0	0.0347918	0	0	0.413118	0.0413318	0.100961	0.0589345	0.0272118
15102|USP45	7.65337	9.42031	0	44.9504	13.5925	9.75294	4.04844	4.31518	11.9432	9.21862	19.4555	6.48418	8.90582	0	35.6684	12.6042	9.64068	4.7598	3.60273	10.6175	8.73496	21.1175
13909|RYR3	2.57586	0.652723	0	11.4857	0.288863	0	5.07058	0	2.88321	0	0.578001	3.8814	0.554933	0	6.74775	0.0797109	0.318851	4.04918	0.238316	3.61836	0	0.373912
483|U2AF1	168.884	224.011	52.1491	88.5074	347.801	248.238	142.16	81.4385	144.874	174.521	408.013	99.6146	141.168	27.742	65.0421	182.762	170.449	85.6501	51.9599	119.602	143.065	293.336
15766|OR11H6	0.0148856	0	36.7338	0.0597366	0.255606	0.0271475	0	0	0.0251001	0.205016	0	0	0.0119845	47.2327	0.0289178	0.19319	0.0135307	0.0297805	0	0.0839762	0.122482	0
2841|ATP6V0C	521.085	449.762	0	644.246	217.842	251.384	408.051	69.4302	167.227	200.197	128.396	545.625	493.118	0	821.833	289.583	332.708	560.099	99.14	221.964	286.867	190.282
1604|TSPOAP1	0.769707	0.681787	0	1.85569	0.102398	0.0548909	0.674995	0.0871694	0.122539	0.365349	0.356796	1.02887	0.65972	25.9999	2.01922	0.331926	0.110478	1.22318	0.155292	0.434806	0.146352	0.582123
10516|C6orf1	41.8765	33.5846	0	95.0021	29.6395	31.688	33.6888	13.7546	17.0993	24.2991	15.8804	44.122	36.1118	0	76.4861	31.6062	30.6671	35.0749	14.0501	15.08	22.4994	13.539
13114|OR5AS1	0.0576914	0.178135	6.70961	0.121633	0.410876	0.163451	0.22548	0.0859426	0.0496018	0.154657	0.204375	0	0.188704	159.713	0	0.278981	0.220564	0.176928	0.219976	0.3267	0.51569	0
4082|EXOSC9	16.7367	16.8689	0	19.2493	44.2104	35.1837	19.7769	6.61377	37.8226	21.2895	64.4671	14.4933	15.9794	0	14.3876	37.2161	29.3168	18.6243	5.27419	33.0374	16.8733	58.2211
13433|PLXDC1	14.9014	18.1515	0	27.9831	0.686505	1.33885	33.7686	2.54643	23.851	1.51219	0	18.0945	20.8069	9.14579	35.5922	1.18455	2.36267	40.3369	4.07694	31.0386	1.10587	0.066143
10940|SEC14L5	3.97712	0.441023	0	13.2891	0.0748312	0.427651	4.34489	0.0210741	0.406073	0	0	5.55355	0.73255	0	13.9814	0.296318	0.723586	4.72594	0.150277	0.529822	0	0.0436411
15312|RCCD1	12.0915	16.1848	17.0226	26.2988	43.5918	19.2351	14.0028	6.14643	13.6684	2.26544	20.8689	16.0594	17.929	0	23.5576	46.5852	21.2855	16.1845	6.19822	15.1626	1.51122	22.6046
30094|FOPNL	152.343	170.924	0	126.437	274.633	249.598	119.534	80.2078	163.173	69.4774	391.946	80.4017	102.765	70.8272	78.418	176.947	169.492	71.2732	47.2451	116.894	46.0971	297.035
11475|FGFR2	70.1088	25.1061	0	130.461	12.0199	25.2948	118.547	37.4284	35.9996	1.26759	0	90.5578	30.1501	0	137.544	17.1573	28.483	123.757	49.5143	41.8919	1.10985	0
6317|PNPLA8	11.3215	7.25193	0.0180002	30.5746	14.9819	12.0185	2.55046	7.74842	14.9924	27.8422	9.25367	10.2886	8.86631	0	19.3353	11.6132	8.38676	2.79133	6.43484	11.2813	19.2069	8.06745
30386|LOC100996634	0.981481	0.478803	136.036	0.334809	5.69713	3.31431	1.41062	3.02775	2.05485	0.539979	6.29492	0.485925	0.367737	41.1727	0.714823	5.18789	2.59616	1.48327	3.3641	1.91492	0.227267	6.86311
4|ACAD8	4.89144	3.44158	0	8.92055	9.74843	7.79605	10.2041	4.40019	6.77324	2.56752	11.8874	8.37877	5.72174	7.66227	8.94058	11.1598	8.4196	12.9737	4.64282	8.05926	3.40745	12.8731
18845|GINM1	10.5137	5.21189	0	5.68184	5.12373	7.16518	8.42505	2.98842	8.56149	2.13374	5.18159	4.39677	2.69851	0	2.46915	3.14412	3.36894	4.52212	1.78086	5.07786	1.42738	2.9319
19600|NDUFB5	271.392	200.095	181.121	385.811	335.862	281.794	230.35	118.435	252.599	92.3879	329.263	209.062	155.517	83.3963	273.55	298.526	252.872	177.577	90.369	215.656	71.9099	313.949
14798|USP6	1.28796	0.76263	0	0.330035	0.0559769	0	15.202	0.0924916	6.6885	0	0	1.61042	0.305534	16.2801	0.304486	0.182325	0.060438	17.8984	0.0475877	10.2246	0.0554432	0
9323|TIMM8A	9.5676	10.1265	26.1945	9.7117	27.4462	16.6897	8.32967	12.1859	8.11818	8.01125	27.9334	6.81862	6.67573	22.2116	6.99333	21.4884	16.5815	6.46531	9.36264	6.32928	4.82258	25.2693
19386|AQP12A	0.519821	1.16579	39.8167	0	0.415698	0	0	0.0987399	0.4111	0.202762	0	0.142542	0.982266	2.24123	0.137296	0.598806	0.119533	0	0.102293	0.114896	0.100871	0
4053|ESPL1	4.71302	11.739	459.798	0	24.6378	18.1048	11.8013	0.97077	11.5588	3.50328	24.9014	5.16487	16.3576	100.157	0.369064	27.9213	21.7562	10.251	0.776808	11.4299	4.66829	26.1961
18499|LYPD8	1.24189	0.26889	0	5.89138	0.0899312	0.615307	1.22	0.0261478	36.028	0	0.149104	1.09598	0.0836558	0	3.61637	0.294002	0.456027	1.43796	0.0798934	42.8168	0	0.0788351
4394|GCNT2	1.61263	0.841545	27.2822	0.431558	2.56558	6.52289	3.38648	1.73147	1.86796	1.6041	1.09547	1.67639	0.971332	24.4356	0.321369	2.96688	6.14778	3.29263	1.668	1.3699	1.02682	0.936514
14032|SIGLEC7	1.79938	22.2985	86.8332	1.17183	9.01445	0	4.81269	6.31501	2.64195	26.1504	8.87012	1.36059	21.77	44.3862	1.66792	11.0143	0.16226	5.67132	6.43136	2.23407	28.6356	9.85792
14504|TMEM179	6.36251	1.08359	0	27.3424	1.29314	0.611062	9.76138	0.0671998	0.346362	0	0	3.75769	1.1522	0	21.0282	0.317029	0.234094	9.35488	0.29214	0.758698	0	0
6007|PANX1	4.76027	2.23471	0	13.1627	11.1701	16.0642	9.84468	4.19001	8.60564	13.9274	10.2843	5.33915	2.67096	0	10.1334	11.7159	13.7029	8.07707	4.2853	7.20351	11.6054	9.82121
11612|CAND2	13.2029	4.67385	0	14.8441	3.65214	1.88857	19.4364	1.08723	15.9862	0.26837	2.02443	15.2712	4.68174	0	14.7889	4.30661	2.90502	21.7508	1.19735	18.0728	0.101516	2.53691
13321|ADCY10	0.0800266	0.0845185	0	0	0	0	0.829888	0.360285	1.75429	0	0.0238848	0.0926939	0	0	0.026209	0	0	0.935837	0.304676	0.934789	0	0
552|APOBEC3A	1.16048	6.18782	0	0.188983	13.7322	26.0621	1.57458	0.840805	2.16026	222.629	26.1199	2.03821	11.6724	0	0.61957	19.7074	36.4506	3.04825	1.2609	3.60289	315.984	32.8484
8199|PACRG	17.7625	5.38114	132.199	22.9512	1.57461	0.792495	46.4862	9.73617	37.8877	0.990327	0	13.2159	2.79583	142.416	19.8642	0.949021	0.509488	35.8455	7.18492	25.5073	1.50526	0.232729
9995|RAB6A	192.583	115.639	10.1222	407.654	168.155	192.959	160.738	85.9961	146.838	109.217	118.398	118.871	81.7124	11.2957	252.689	126.419	132.596	117.32	60.0255	103.86	75.2465	91.8242
6316|PNPLA7	10.6813	6.93774	0	7.18835	1.08289	2.78137	5.95152	4.991	7.24661	0.654364	0.473485	11.8614	7.07755	0	7.45703	1.75199	4.76864	7.45161	6.11508	8.16025	0.397111	0.30643
12245|TMEM14A	12.9439	6.72409	0	23.0418	8.98385	14.6942	6.57517	5.58926	6.27485	0.807363	7.06888	8.70081	4.79642	0	13.8596	6.51647	11.0997	5.77758	4.33201	4.4105	0.736262	6.11262
10740|CDX2	46.8462	0.965144	10.3395	0.351339	2.81147	2.95147	0	0.8383	147.851	0.813312	0.72388	9.36597	0.538997	99.8445	0	2.41186	1.02204	0.332359	1.25213	97.7068	0	0.880709
13032|SRBD1	2.42505	2.26583	17.8715	0.986332	3.7459	2.51117	0.653461	0.940345	2.32847	6.55867	3.61825	2.01152	2.31156	0	0.811272	4.05562	1.90939	0.657913	0.974028	2.02535	4.65286	3.41467
19554|LRRC69	0.379348	0.462027	0	0.351803	0.968768	0.32276	0.943786	1.63286	2.93999	0.365334	0.588507	0.195861	0.378295	0	0.449845	0.403824	0.526682	1.41955	1.34111	3.13254	0.257839	0.723789
4251|FKBP10	133.98	83.6044	195.992	34.5948	431.823	229.56	101.801	38.3798	104.336	0.499749	77.0891	147.936	94.3682	59.4619	35.7044	546.401	277.117	123.633	47.5167	118.846	0.762059	79.9524
4640|HAO1	11.9545	20.498	0	0	0	0	5.74714	276.512	0.323649	0	0	9.00263	19.4249	0	0	0.0365743	0	4.54794	225.722	0.215223	0	0.0293614
9758|MTM1	36.4814	34.8327	11.4455	43.5154	29.2482	46.5503	35.9606	36.5422	56.8187	39.8861	56.8146	29.057	26.1354	13.3813	32.1124	24.4727	37.8932	28.8711	27.5389	45.1339	30.9012	48.6085
16410|KNCN	0	0	0	0	0.0568504	0.0592766	0.248285	0.0947397	0	0.228549	0	0.0749027	0	0	0.246384	0.308059	0.122791	0.129654	0.146289	0.0599745	0.171053	0.0501172
3122|CARNS1	10.7137	0.393958	0	13.4321	0.357743	0.0379913	4.0442	0.0605935	0.241728	0.117702	0.035923	17.3768	0.644357	0	18.5593	0.325626	0.0564113	7.09041	0.0153541	1.03804	0.373523	0.0157689
5278|LYZL6	0.250436	0	0	0	0	0	30.0174	0.239695	61.0929	0	0	0	0	0	0	0	0.585161	22.3326	0	69.1795	0	0
12602|MKKS	28.1699	20.5238	219.665	70.1415	27.8169	26.7941	23.3572	18.9455	35.9918	18.5449	29.4807	26.0495	16.9387	53.6586	50.6224	21.6041	24.5834	19.3946	17.5078	32.1608	11.3449	25.1788
